reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,مورك العز/Morek Al-Ezz,SY07,SY0703,SY070301,C4129,NA,CP000888,NA,NA,36.233725,36.762754,Food security,HRP,504,NA,2256,501,564,609,582,NA,NA,2256,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,20160,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Al Fan Alshemali / الفان الشمالي,SY07,SY0703,SY070301,C4129,NA,CP000567,NA,NA,36.233725,36.762754,Food security,HRP,404,NA,1925,401,406,505,613,NA,NA,1925,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,16160,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Al-Latamneh / اللطامنة,SY07,SY0703,SY070301,C4129,NA,CP001885,NA,NA,36.233725,36.762754,Food security,HRP,373,NA,1755,372,425,474,484,NA,NA,1755,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,14920,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Morek Al-Somod  / مورك الصمود,SY07,SY0703,SY070301,C4129,NA,CP000890,NA,NA,36.233725,36.762754,Food security,HRP,530,NA,2488,532,602,675,679,NA,NA,2488,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,21200,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,مورك العز/Morek Al-Ezz,SY07,SY0703,SY070301,C4129,NA,CP000888,NA,NA,36.233725,36.762754,Food security,HRP,214,NA,968,210,242,257,259,NA,NA,968,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,8560,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Morek Al-Ghorabaa / مورك الغرباء,SY07,SY0703,SY070301,C4129,NA,CP000889,NA,NA,36.233725,36.762754,Food security,HRP,218,NA,991,214,245,266,266,NA,NA,991,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,8720,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,هبيط الخير /Habiet Alkhier,SY07,SY0703,SY070301,C4129,NA,CP001550,NA,NA,36.233725,36.762754,Food security,HRP,428,NA,2108,427,469,616,596,NA,NA,2108,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,17120,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,WFP,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Nour Al Houda/ نور الهدى,SY07,SY0703,SY070301,C4129,NA,CP000277,NA,NA,36.233725,36.762754,Food security,HRP,1151,NA,5755,1258,1316,1580,1601,NA,NA,5755,NA,NA,NA,Yes,IDPs,Unconditional,Voucher - Restricted,Direct from organisation,e-card,USD,40,NA,1,1,40,46040,Vulnerability-based,2021-01-12,2023-12-31,NA,2023-01-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,UNDP,Completed,Idleb,Harim,Dana,Dana (Dana),NA,Al Sarout(Dana)  / الساروت-دانا,SY07,SY0703,SY070301,C4126,NA,CP000885,NA,NA,36.213601,36.76958,NFIs,HRP,262,NA,1318,288,334,369,327,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Voucher - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,39300,Vulnerability-based,2023-03-01,2023-03-31,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,UNDP,Completed,Idleb,Harim,Dana,Dana (Dana),NA,البيرة/Al-Beera,SY07,SY0703,SY070301,C4126,NA,CP001728,NA,NA,36.213601,36.76958,NFIs,HRP,85,NA,417,93,105,106,113,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Voucher - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,12750,Vulnerability-based,2023-03-01,2023-03-31,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,UNDP,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Alrabiee-Almaqlaa / الربيع-المقلع,SY07,SY0703,SY070301,C4129,NA,NA,NA,NA,36.233725,36.762754,NFIs,HRP,112,NA,635,126,142,200,167,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Voucher - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,16800,Vulnerability-based,2023-03-01,2023-03-31,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,UNDP,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Bayt Alsalam /بيت السلام,SY07,SY0703,SY070301,C4129,NA,CP001660,NA,NA,36.233725,36.762754,NFIs,HRP,141,NA,596,81,168,189,158,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Voucher - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,21150,Vulnerability-based,2023-03-01,2023-03-31,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,UNDP,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Qariat Al Iman / قرية الايمان,SY07,SY0703,SY070301,C4129,NA,CP000411,NA,NA,36.233725,36.762754,NFIs,HRP,12,NA,39,0,12,15,12,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Voucher - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,1800,Vulnerability-based,2023-03-01,2023-03-31,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,UNDP,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,Zamzam/ زمزم,SY07,SY0703,SY070301,C4129,NA,CP000335,NA,NA,36.233725,36.762754,NFIs,HRP,88,NA,355,12,117,105,121,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Voucher - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,13200,Vulnerability-based,2023-03-01,2023-03-31,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,IOM,Completed,Idleb,Harim,Harim,Harim,NA,Abd alkader alsaleh / عبدالقادر الصالح,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,NA,Earthquake,76,NA,416,77,78,134,126,1,0,76,0,0,18,No,IDPs,Conditional - Other,Voucher - Restricted,Local money trader,e-card,USD,75,NA,1,1,75,5700,Blanket,2023-02-20,2023-11-19,NA,2023-04-30,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,IOM,Completed,Idleb,Harim,Harim,Harim,NA,Al Aman (Harim) /  (حارم) الأمان,SY07,SY0703,SY070300,C4115,NA,CP000446,NA,NA,36.212594,36.520746,NA,Earthquake,134,NA,639,137,131,184,156,15,16,134,0,0,16,No,IDPs,Conditional - Other,Voucher - Restricted,Local money trader,e-card,USD,75,NA,1,1,75,10050,Blanket,2023-02-20,2023-11-19,NA,2023-04-30,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,IOM,Completed,Idleb,Harim,Harim,Harim,NA,Al Azraq/ الأزرق,SY07,SY0703,SY070300,C4115,NA,CP000413,NA,NA,36.212594,36.520746,NA,Earthquake,82,NA,409,78,69,125,122,3,12,82,0,0,13,No,IDPs,Conditional - Other,Voucher - Restricted,Local money trader,e-card,USD,75,NA,1,1,75,6150,Blanket,2023-02-20,2023-11-19,NA,2023-04-30,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,IOM,Completed,Idleb,Harim,Harim,Harim,NA,Al Madenh Monarh (Harim)/ المدينة المنورة (حارم),SY07,SY0703,SY070300,C4115,NA,CP000390,NA,NA,36.212594,36.520746,NA,Earthquake,126,NA,557,129,115,141,141,11,20,126,0,0,6,No,IDPs,Conditional - Other,Voucher - Restricted,Local money trader,e-card,USD,75,NA,1,1,75,9450,Blanket,2023-02-20,2023-11-19,NA,2023-04-30,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,IOM,Completed,Idleb,Harim,Harim,Harim,NA,Jabal Harim (Sabiroon)/ جبل حارم (صابرون),SY07,SY0703,SY070300,C4115,NA,CP000258,NA,NA,36.212594,36.520746,NA,Earthquake,234,NA,1106,205,248,287,304,33,29,234,0,0,45,No,IDPs,Conditional - Other,Voucher - Restricted,Local money trader,e-card,USD,75,NA,1,1,75,17550,Blanket,2023-02-20,2023-11-19,NA,2023-04-30,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,IOM,Completed,Idleb,Harim,Harim,Harim,NA,Abnaa Almansoura/ أبناء المنصورة,SY07,SY0703,SY070300,C4115,NA,CP001557,NA,NA,36.212594,36.520746,NA,Earthquake,59,NA,299,59,66,73,91,5,5,59,0,0,8,No,IDPs,Conditional - Other,Voucher - Restricted,Local money trader,e-card,USD,75,NA,1,1,75,4425,Blanket,2023-02-20,2023-11-19,NA,2023-04-30,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
NA,CARE International,Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,مخيم مرام - Maram camp,camp,36.013896,36.672724,Multipurpose - One time,Earthquake,636,NA,3100,691,791,851,767,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,95400,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Barisha,NA,NA,SY07,SY0703,SY070304,C4164,NA,NA,قرية الحياة / Qariat alhayat,camp,36.165243,36.636461,Multipurpose - One time,Earthquake,133,NA,618,152,160,165,141,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,19950,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Idleb,Maaret Tamsrin,Maaret Elekhwan,NA,القرية الطينية /Al Teneyh Village,SY07,SY0700,SY070005,C3950,NA,CP001173,NA,camp,36.063862,36.674353,Multipurpose - One time,Earthquake,252,NA,1085,280,298,279,228,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,37800,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,هبيط الخير /Habiet Alkhier,SY07,SY0703,SY070301,C4129,NA,CP001550,NA,camp,36.233725,36.762754,Multipurpose - One time,Earthquake,482,NA,2147,535,584,540,488,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,72300,Blanket,2023-03-23,2023-03-23,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Harim,Ariba,NA,NA,SY07,SY0703,SY070300,C4114,NA,NA,عربيا,camp,36.176232,36.508001,Multipurpose - One time,Earthquake,261,NA,1204,286,304,311,303,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,39150,Blanket,2023-03-25,2023-03-25,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Qourqeena,NA,NA,SY07,SY0703,SY070304,C4174,NA,NA,البكري / Albakry,camp,36.138546,36.61267,Multipurpose - One time,Earthquake,63,NA,250,70,81,54,45,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,9450,Blanket,2023-03-25,2023-03-25,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Qourqeena,NA,Saraqep Alez 3/ سراقب العز 3,SY07,SY0703,SY070304,C4174,NA,CP001341,NA,camp,36.138546,36.61267,Multipurpose - One time,Earthquake,81,NA,358,92,92,92,82,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,12150,Blanket,2023-03-25,2023-03-25,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,village,36.212594,36.520746,Multipurpose - One time,Earthquake,118,NA,523,145,134,123,121,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,17700,Blanket,2023-03-26,2023-03-26,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Idleb,Maaret Tamsrin,Maaret Elekhwan,NA,Al Khalifa/ الخليفة,SY07,SY0700,SY070005,C3950,NA,CP001003,NA,camp,36.063862,36.674353,Multipurpose - One time,Earthquake,119,NA,543,140,160,126,117,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,17850,Blanket,2023-03-30,2023-03-30,NA,2023-03-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Qourqeena,NA,NA,SY07,SY0703,SY070304,C4174,NA,NA,خالد بن الوليد / Khalid ibn al-Walid,camp,36.138546,36.61267,Multipurpose - One time,Earthquake,86,NA,349,86,92,94,77,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,12900,Blanket,2023-04-11,2023-04-11,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Kafr Aruq (co),NA,Kafr Aruq/كفرعروق,SY07,SY0703,SY070304,C4172,NA,CP000506,NA,camp,36.121068,36.655729,Multipurpose - One time,Earthquake,80,NA,371,81,98,104,88,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,12000,Blanket,2023-04-11,2023-04-11,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Kafr Aruq (co),NA,Aldof / الدوف,SY07,SY0703,SY070304,C4172,NA,CP001870,NA,camp,36.121068,36.655729,Multipurpose - One time,Earthquake,83,NA,347,85,86,104,72,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,12450,Blanket,2023-04-12,2023-04-12,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Qourqeena,NA,Sayar / السيار,SY07,SY0703,SY070304,C4174,NA,CP001795,NA,camp,36.138546,36.61267,Multipurpose - One time,Earthquake,157,NA,788,182,196,224,186,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,23550,Blanket,2023-04-13,2023-04-13,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Qourqeena,Torlaha,NA,NA,SY07,SY0703,SY070304,C4170,NA,NA,دار السلام / Dar Alsalam,camp,36.213309,36.587198,Multipurpose - One time,Earthquake,294,NA,1196,319,313,281,283,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,44100,Blanket,2023-04-13,2023-04-13,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,البر (IHH) - AlBer (IHH),camp,36.269416,36.744321,Multipurpose - One time,Earthquake,536,NA,2408,602,642,617,547,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,80400,Blanket,2023-04-12,2023-04-12,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,NA,NA,SY07,SY0700,SY070005,C6631,NA,NA,قرية الحياة / qaryat alhayaa,camp,36.050467,36.564705,Multipurpose - One time,Earthquake,143,NA,788,182,196,224,186,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,21450,Blanket,2023-04-13,2023-04-13,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Aleppo,Afrin,Ma'btali,Kantara Ma'abatli,NA,NA,SY02,SY0203,SY020306,C7522,NA,NA,NA,village,36.562487,36.72849,Multipurpose - One time,Earthquake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,0,Blanket,NA,NA,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Ma'btali,Ma'btali,NA,NA,SY02,SY0203,SY020306,C1552,NA,NA,كوركان تحتاني / Korkan Tehtani,camp,36.563264,36.736791,Multipurpose - One time,Earthquake,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,11550,Blanket,2023-04-18,2023-04-18,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Ma'btali,Ma'btali,NA,NA,SY02,SY0203,SY020306,C1552,NA,NA,كوركان فوفاني / Korkan Fukani,camp,36.563264,36.736791,Multipurpose - One time,Earthquake,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,14700,Blanket,2023-04-18,2023-04-18,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Jandairis,Koran Jandris,NA,NA,SY02,SY0203,SY020302,C1447,NA,NA,كوردان / Kordan,camp,36.43962,36.673392,Multipurpose - One time,Earthquake,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,11250,Blanket,2023-04-18,2023-04-18,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,تجمع حرش ترندة / Hersh Trendah,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,0,Blanket,NA,NA,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Jandairis,Tal Hamo,NA,NA,SY02,SY0203,SY020302,C1430,NA,NA,NA,village,36.41732,36.771669,Multipurpose - One time,Earthquake,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,15450,Blanket,2023-04-18,2023-04-18,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Jandairis,Haj Eskandar,NA,NA,SY02,SY0203,SY020302,C1420,NA,NA,NA,village,36.376542,36.639718,Multipurpose - One time,Earthquake,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,19050,Blanket,2023-04-18,2023-04-18,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - One time,Earthquake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,0,Blanket,NA,NA,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,الساقية / Al Sakia,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,14250,Blanket,2023-04-19,2023-04-19,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,مركز إيواء - الجنوبي,camp,36.392488,36.689563,Multipurpose - One time,Earthquake,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,9900,Blanket,2023-04-19,2023-04-19,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,مركز إيواء - أبو عثمان,camp,36.392488,36.689563,Multipurpose - One time,Earthquake,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,13050,Blanket,2023-04-19,2023-04-19,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,مركز إيواء - الكرم,camp,36.392488,36.689563,Multipurpose - One time,Earthquake,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,6300,Blanket,2023-04-19,2023-04-19,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,مركز إيواء - أبو يعرب,camp,36.392488,36.689563,Multipurpose - One time,Earthquake,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,9600,Blanket,2023-04-19,2023-04-19,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Ariha,Ariha,Nahliya,NA,NA,SY07,SY0705,SY070500,C4286,NA,NA,NA,village,35.847076,36.600478,Multipurpose - One time,Earthquake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,0,Other,NA,NA,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,World Vision International,Planned,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,Earthquake,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,350,NA,2,1,700,87500,Other,NA,NA,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,World Vision International,Planned,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,village,36.139048,36.453694,Multipurpose - Repeated,Earthquake,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,350,NA,2,1,700,112000,Other,NA,NA,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
NA,World Vision International,Planned,Idleb,Ariha,Ariha,Ariha (co),NA,NA,SY07,SY0705,SY070500,C4278,NA,NA,NA,village,35.81396,36.610185,Multipurpose - Repeated,Earthquake,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,350,NA,2,1,700,70000,Other,NA,NA,NA,2023-04-30,VO,Violet Organization (VO),Cash Response,4ws
